rating,no_of_votes,gross,budget,genres_encoded,countries_encoded,gross_log
6.8,20000,10890394.0,25000000.0,82114496.72038192,92606472.24061753,16.203391766060335
7.2,7200,4837596.0,38000000.0,79980828.15226467,157471398.12886688,15.391928667798728
6.8,2600,3725375.0,25000000.0,157686975.29574034,184495573.53986153,15.130678344299055
6.9,23000,2819485.0,15000000.0,146866383.99264672,164224453.71494043,14.852065156797645
6.2,234,1636341.0,25000000.0,126781575.82453156,227497917.58293483,14.307973820752432
7.0,63000,40953935.0,25000000.0,114554176.51676434,162476541.81037694,17.527958480860505
7.5,254000,198087212.0,45000000.0,142373725.15579647,144078873.59368017,19.10421796137748
7.6,28000,1112.0,9000000.0,133268455.95304388,86778585.14475991,7.014814351275545
6.8,19000,6334.0,12000000.0,123408853.78024241,157471398.12886688,8.75384509275524
7.6,32000,10769960.0,25000000.0,117242399.93785754,164224453.71494043,16.192271427956097
6.7,24000,32407471.0,25000000.0,212577315.77347583,98210048.41514546,17.29389957145843
6.7,69000,65716126.0,100000000.0,92718130.17243752,151855248.0820914,18.000854917564777
7.7,20000,2293.0,25000000.0,90977196.9580272,154980667.96566007,7.738052297689316
5.5,120000,117831631.0,100000000.0,208732212.7884749,151864499.5999284,18.584767316056137
7.3,104000,46152800.0,23000000.0,135523872.59400833,147881573.63987842,17.64746821046248
7.1,191000,28288071.0,32000000.0,94079521.26061349,162476541.81037694,17.157950789665136
6.5,96000,67359190.0,35000000.0,131688016.58196744,162476541.81037694,18.02554991773121
7.7,325000,355237933.0,52000000.0,169081555.27904436,164224453.71494043,19.688298359551155
6.9,79000,97562514.0,50000000.0,198524603.7961061,118950107.17929523,18.39600390998751
7.1,158000,51262751.0,32000000.0,121112760.61295319,155705435.73284134,17.752474964544547
6.8,94000,56996304.0,50000000.0,101548165.55017184,148321466.21325216,17.858496999136218
6.8,41000,7343114.0,25000000.0,108724566.01683366,155705435.73284134,15.80927369748502
7.5,246000,130982407.0,70000000.0,141260142.56812042,156610384.36075938,18.69057358207137
6.9,46000,31972096.0,14000000.0,93861302.69828486,133158552.8874601,17.28037411162811
6.6,60000,16322067.0,15000000.0,119713188.0543154,133158552.8874601,16.608028615158755
7.3,117000,52185751.0,45000000.0,122519163.52911247,172719563.47868377,17.770320065403613
7.3,170000,69411370.0,50000000.0,123985251.35834166,208355641.05949444,18.055561259317784
6.6,5700,54259.0,25000000.0,98436690.12628822,110648977.65263616,10.901542586212923
7.6,114000,27426335.0,25000000.0,91279518.36349928,141820312.4127867,17.127014277615437
7.3,116000,29625761.0,45000000.0,135977713.03527772,166111576.75374424,17.204154878607763
7.0,36000,27219729.0,25000000.0,111572296.90763082,145618650.56647488,17.119452635961323
6.9,66000,25035950.0,50000000.0,103618384.03467204,157471398.12886688,17.035823389843156
6.7,92000,49334775.0,30000000.0,86880031.78464335,158251123.80033165,17.714139785875947
6.3,5100,4336876.0,25000000.0,94763989.31518088,158251123.80033165,15.282665061797395
7.3,78000,148336445.0,87000000.0,85041862.875061,164224453.71494043,18.8149935355119
4.3,885,588967.0,25000000.0,145513898.61877707,166374567.71267533,13.286127131786014
7.3,111000,4252995.0,10000000.0,119663505.59610526,127864422.52621202,15.263134233722749
5.8,165000,125586134.0,17000000.0,103705663.16106534,155705435.73284134,18.648502415777546
6.1,71000,15741780.0,250000.0,90772374.94355193,155705435.73284134,16.57182894575953
8.2,493000,20836881.0,15000000.0,166632110.18647352,184981579.15646195,16.85223514753299
7.7,322000,47173315.0,325000.0,97335349.97107583,164224453.71494043,17.669338951708397
6.5,205000,14745049.0,1000000.0,111286980.65904577,190016553.23952687,16.50641799120576
7.9,616000,31636877.0,25000000.0,144733680.66350245,136954208.90780693,17.2698340234289
6.9,50000,2090252.0,25000000.0,96209907.19682916,156155466.21258074,14.552795669246294
6.8,152000,6170043.0,4000000.0,113231589.31772296,167998699.79254806,15.635216527136532
6.5,321000,473123154.0,79000000.0,163326921.37564132,166102437.70525783,19.974866282544685
7.0,469000,70038838.0,30000000.0,114495890.65744562,184981579.15646195,18.06456048900239
5.0,91000,397800317.0,129000000.0,226910192.86112884,158256571.17588577,19.801460723780508
7.0,748000,540455876.0,190000000.0,252389744.07704362,161507396.56425142,20.107923558038802
6.6,205000,26677289.0,60000000.0,196880678.11636376,161507396.56425142,17.099323199639795
7.0,265000,77912251.0,20000000.0,103865856.56883854,143424602.33216152,18.17109377703626
8.5,1000000,108610231.0,11000000.0,237083013.12990618,162759199.58805758,18.50327617833717
5.6,22000,34150169.0,25000000.0,100984874.62728477,151425888.46309888,17.34627812200675
7.4,276000,25858216.0,1800000.0,96338455.56020267,164224453.71494043,17.06813898074843
4.8,32000,8556940.0,900000.0,155434651.34414315,155705435.73284134,15.962253324436606
6.4,328000,240892187.0,97000000.0,234494517.62235877,162759199.58805758,19.299860038665763
8.2,67000,1691980.0,25000000.0,134294500.5527328,106717440.50867249,14.341410589770836
6.7,296000,112880294.0,23000000.0,89734875.79779913,184981579.15646195,18.541838478900175
6.1,138000,28650575.0,12600000.0,88410452.63526186,145260599.45969465,17.17068410563497
7.0,189000,22957625.0,43000000.0,106684696.42141286,165609401.4899317,16.949160726857237
6.4,19000,53596277.0,10000000.0,77906698.1893489,165916090.1367172,17.796990183331435
7.0,120000,15469415.0,25000000.0,113303086.82064442,146586772.85307565,16.55437547135187
6.6,142000,10550350.0,14000000.0,133456594.70316625,194558986.99978486,16.17166968747509
6.3,47000,90322103.0,2000000.0,98433263.05424121,162476541.81037694,18.318892772485643
7.4,217000,33861748.0,1800000.0,105404545.65614803,162476541.81037694,17.33779658720412
7.3,136000,37739.0,100000.0,145263194.2414282,155705435.73284134,10.53847581892254
7.3,414000,87819062.0,10000000.0,108807865.14174,159143831.46343982,18.29078915348957
6.8,361000,256071218.0,20000000.0,99207549.109313,194558986.99978486,19.36096616297236
8.1,474000,430872776.0,11000000.0,97134142.4083302,155705435.73284134,19.881323423519063
6.4,136000,166577232.0,35000000.0,106125477.88159133,161778857.04723194,18.93096962169598
7.0,304000,1090116.0,25000000.0,173488452.48828277,109127522.54873236,13.901795587894402
5.6,2000,258604.0,25000000.0,103274120.06063052,217556564.66867676,12.463057080013101
7.3,230000,72385286.0,45000000.0,202921281.26120868,171267448.4737551,18.097513618472277
7.2,153000,13450603.0,4000000.0,197433883.69035053,159143831.46343982,16.414534570067026
7.4,241000,2895590.0,350000.0,99829921.01382287,155705435.73284134,14.878699793232181
4.4,92000,325113.0,25000000.0,84470292.01073237,100467443.43035936,12.691931169037499
7.0,217000,45352337.0,4500000.0,112182251.98554985,155050910.70553553,17.629972287772052
7.6,213000,60629159.0,15000000.0,147972578.87822855,184981579.15646195,17.920286523424476
7.4,47000,3451.0,25000000.0,101950347.53697303,86467962.88307431,8.146709052203319
6.8,285000,21808393.0,1000000.0,104448134.92851876,157471398.12886688,16.897805499519738
6.3,172000,137743924.0,24000000.0,115465670.70904012,164224453.71494043,18.740906903391398
7.1,13000,146016.0,25000000.0,108615361.77907577,210819326.84948406,11.89147833226822
6.9,223000,161440742.0,18000000.0,104448134.92851876,157471398.12886688,18.89964871688802
4.4,5900,2120871.0,25000000.0,141760820.4279589,157471398.12886688,14.56733788283372
7.7,167000,113676322.0,15000000.0,264726777.9933436,227497917.58293483,18.54886569605055
2.9,33000,7717044.0,100000.0,106316224.91858988,162759199.58805758,15.858942076704324
7.3,586000,278454417.0,9000000.0,96702888.49784543,196539103.5245757,19.444764934277387
5.3,6000,179897.0,25000000.0,120251341.28527546,159647828.6925488,12.100145302589445
5.5,82000,421798.0,35000.0,91277279.39993124,164224453.71494043,12.952284176232157
6.8,59000,1149267.0,27000000.0,146257314.69986096,154980667.96566007,13.954635775934335
7.3,49000,1166730.0,25000000.0,96900150.52232203,89308357.28129329,13.969716379128364
7.1,236000,350865342.0,80000000.0,224527463.33823672,170302489.43559247,19.67591306964555
8.5,748000,32248065.0,806947.0,105931523.28866139,157471398.12886688,17.288968630415596
7.1,137000,89433506.0,25000000.0,170071511.68048033,155158323.81413546,18.30900596858199
5.6,25000,4561656.0,25000000.0,94640803.92667231,200973901.17540157,15.333196492678049
6.5,140000,7426651.0,11000000.0,103825083.45792003,91444826.12449206,15.820585709487947
5.7,25000,6680396.0,7000000.0,102950853.36642452,133473737.41902575,15.714687974884592
6.6,141000,40283786.0,15000000.0,181028541.77350664,141528017.88895988,17.511459638277152
6.5,251000,100605135.0,50000000.0,126662897.84901041,179419927.49822125,18.42671386800465
7.2,169000,32529773.0,8500000.0,115654459.58181152,159143831.46343982,17.297666350992262
6.6,291000,246999039.0,20000000.0,204831074.69590053,165226818.3785599,19.324895007945024
7.2,157000,16668790.0,11000000.0,124053992.96661608,164224453.71494043,16.629048726601976
6.4,58000,938055.0,3000000.0,139719685.3193385,76064280.66341646,13.751564927698835
7.2,844000,585410052.0,150000000.0,186950170.1286471,162759199.58805758,20.187823104947856
6.7,9000,27462.0,25000000.0,117560653.61107726,121928363.52332608,10.220594923172552
6.9,307000,65048725.0,15000000.0,199796286.08204594,152905744.707732,17.990647177796337
5.4,110000,291493620.0,20000000.0,116361655.23570183,159143831.46343982,19.490528680153457
6.8,83000,12502808.0,25000000.0,156606361.8211782,184981579.15646195,16.341463897026774
5.5,160000,31558416.0,16000000.0,118617502.47649346,184981579.15646195,17.267350894255582
5.6,33000,851156.0,25000000.0,111825978.64223498,162476541.81037694,13.6543518793762
6.8,91000,76756109.0,15000000.0,97109184.7194465,174033628.75224963,18.156143550383465
5.2,2200,9495.0,25000000.0,193095386.6711651,164224453.71494043,9.158625936289503
7.4,254000,215862692.0,40000000.0,186299853.92225975,166111576.75374424,19.190153082962333
7.0,432000,172394180.0,25000000.0,195435179.39227378,159143831.46343982,18.965294162723993
6.4,43000,5620406.0,25000000.0,104372176.78339086,155380932.45586446,15.541914639176502
7.5,624000,340955294.0,17000000.0,171165918.69050127,157471398.12886688,19.64726192694673
6.5,63000,53845880.0,30000000.0,104613082.00228432,167293234.04471308,17.80163646839045
6.6,298000,102984862.0,33000000.0,206342935.9348536,150651038.30499476,18.45009257422901
7.4,174000,115827018.0,1200000.0,128030210.19381937,158251123.80033165,18.56760842058495
7.1,129000,382579.0,1800000.0,88160894.97816388,154980667.96566007,12.854693060706644
6.8,351000,100106454.0,1500000.0,116130912.89823565,182599177.445171,18.42174472772083
7.8,751000,255751443.0,4500000.0,108188173.06696117,189872310.80610937,19.359716608918877
8.4,1200000,47962534.0,19000000.0,97787184.420179,154980667.96566007,17.68593074327385
6.9,85000,1696269.0,25000000.0,102679355.70223464,71155501.24572894,14.343942280776519
6.5,154000,147033054.0,12000000.0,93889445.27262385,155960141.3696996,18.806167983410482
5.5,99000,83188165.0,24000000.0,129213188.58850327,162194762.36953983,18.236615660098074
6.5,211000,217408513.0,17000000.0,108523463.99215107,159143831.46343982,19.197288694718026
6.6,266000,100541806.0,58000000.0,229830769.8894523,155705435.73284134,18.426084189013284
6.5,104000,45995223.0,15000000.0,93207122.12363574,145205129.56058073,17.644048122976113
6.5,546,390368.0,25000000.0,106628950.02219331,243228871.98453546,12.874847724630568
6.3,121000,41898409.0,5000000.0,115483979.6908224,129543184.76284234,17.550758436678308
7.1,47000,4853595.0,4000000.0,120341818.61768581,157471398.12886688,15.395230431479343
7.6,486000,104004218.0,1200000.0,98675622.62032154,159143831.46343982,18.459942023590507
6.7,101000,3984669.0,25000000.0,101744839.85635367,147484794.1209432,15.197965056237948
6.0,67000,5202301.0,25000000.0,134155502.71086161,150026605.18117985,15.464611777900018
6.8,99000,3081913.0,25000000.0,96096750.42886133,83915331.75412661,14.941061390514406
5.7,43000,2133033.0,25000000.0,162369757.58836782,123865558.28044894,14.57305593731707
6.3,164000,7494387.0,13300000.0,159583755.24243206,144209139.75159028,15.82966503174864
6.6,94000,42791449.0,28000000.0,107435674.10712647,147555475.9586607,17.571848874240928
7.4,279000,18095509.0,11000000.0,135938095.3591079,171267448.4737551,16.71117439916418
5.8,161000,118890272.0,25000000.0,98093574.28895682,166102437.70525783,18.593711550072314
7.1,90000,39063518.0,25000000.0,141352508.37785748,164224453.71494043,17.48069957152065
4.9,76000,1541.0,25000000.0,117462297.47424157,215190602.28307354,7.340835554123275
5.8,34000,5396508.0,25000000.0,95033033.54242207,158251123.80033165,15.501262820993762
6.5,130000,122290456.0,60000000.0,109846914.21881363,164224453.71494043,18.62190956817713
7.4,196000,30920518.0,140000.0,86127323.1677255,157471398.12886688,17.246930566794887
7.6,280000,92767524.0,25000000.0,133758792.84382252,76481452.40832633,18.345607190390307
6.2,70000,46553280.0,15000000.0,112735081.02332346,165933831.97014016,17.656108042554752
7.3,638000,704242888.0,35000000.0,109394444.69525917,171267448.4737551,20.372633867403184
7.6,407000,210002906.0,17000000.0,112755364.95677985,113855815.3875805,19.162631931443073
7.1,442000,48498408.0,9000000.0,103993672.6998043,114077783.4120171,17.697041551245935
6.2,191000,90941129.0,26000000.0,94298795.78521872,166102437.70525783,18.325722932059175
7.5,580000,320415166.0,20000000.0,116130912.89823565,164224453.71494043,19.585128109740957
6.7,40000,1843526.0,25000000.0,108800787.51282096,77468072.98564006,14.427191142602785
7.5,471000,84661434.0,8000000.0,174581896.6719887,161507396.56425142,18.254170743066954
6.3,161000,180089109.0,12000000.0,163610845.59897855,198664716.20683324,19.008962341910465
6.2,287000,245527149.0,150000000.0,193274554.03778878,160210785.29334345,19.31891808971552
5.8,51000,35340015.0,9000000.0,94360191.53431666,127800745.92332667,17.380526477600487
7.0,115000,58836899.0,10000000.0,96702888.49784543,162269879.6369369,17.890279767061465
6.7,96000,138128854.0,28000000.0,115637136.21044849,184981579.15646195,18.743697539349093
7.1,315000,131211897.0,45000000.0,254607446.5603126,155705435.73284134,18.69232411633815
6.5,95000,1764971.0,6000000.0,167514924.0594515,124547664.24636519,14.383645384201037
5.8,104000,27127620.0,30000000.0,219833410.6803326,143487440.7780243,17.116062991884945
6.3,144000,261907653.0,67000000.0,176700316.2629514,178779242.0085331,19.3835025339459
5.8,175000,90146510.0,18000000.0,108435341.42729853,188080065.05069342,18.31694680470159
6.8,297000,82515113.0,3000000.0,123047409.55014133,177732351.56096336,18.22849203452584
3.8,45000,170323.0,25000000.0,84470292.01073237,100467443.43035936,12.045457784495909
7.5,642000,102392080.0,23600000.0,158404083.89208335,159143831.46343982,18.44431993359488
7.1,178000,91959188.0,4500000.0,98804201.72464779,167029274.25218433,18.336855438768605
6.4,112000,104155843.0,33000000.0,141532512.3798096,139938921.53514454,18.461398835474892
5.6,46000,59095809.0,36000000.0,168092296.978529,185746443.08675063,17.89467058307792
7.8,474000,98268458.0,15000000.0,206212189.4088077,141528017.88895988,18.403213668929403
7.0,258000,53187659.0,23000000.0,171344119.00156862,159143831.46343982,17.78933697251896
7.2,258000,57130027.0,25000000.0,183716106.33148035,167998699.79254806,17.8608404208108
5.0,4200,695409.0,25000000.0,115540097.75864165,143612437.5990246,13.452256878665331
6.8,259000,10685444.0,2000000.0,113572132.24978352,191614724.3516686,16.184393093037095
5.4,68000,1882074.0,3000000.0,120661734.69265945,182599177.445171,14.447885449555526
5.4,10000,666611.0,12000000.0,164848543.46504372,145020677.33209074,13.409963446493926
6.8,296000,171235592.0,68000000.0,169865581.8489577,187304176.86339462,18.95855090310046
5.3,104000,55065289.0,50000000.0,319573359.1939463,146033363.39166984,17.824030130070536
5.5,139000,68766121.0,40000000.0,92609212.93914917,166573780.8795436,18.04622176883788
5.6,66000,61220856.0,5000000.0,104210866.74111009,189872310.80610937,17.929998490076798
7.0,202000,6938106.0,25000000.0,110265712.66996698,136563742.16437617,15.752539528704816
5.1,162000,167460961.0,75000000.0,251061187.91375992,157471398.12886688,18.9362608193795
6.7,99000,7942093.0,20000000.0,131752277.70958623,119241307.25632906,15.887687526412911
5.5,22000,1235594.0,25000000.0,174302296.919997,159143831.46343982,14.027063193401348
7.1,387000,249348933.0,48000000.0,112892305.6062,196539103.5245757,19.334363814831967
7.1,356000,57470220.0,18000000.0,187805841.74701187,162476541.81037694,17.866777475961133
5.9,48000,8809407.0,8000000.0,200184154.252383,157471398.12886688,15.991330799286821
7.2,280000,102280154.0,26000000.0,158750864.96051067,165883644.09281287,18.443226223833904
4.6,5100,3165361.0,25000000.0,101431599.24645045,162476541.81037694,14.967777983007341
6.8,66000,15234907.0,16000000.0,133315261.97074361,121135714.15623222,16.5390999316571
6.7,141000,149022650.0,55000000.0,145068843.20895323,162476541.81037694,18.819608872490072
5.9,81000,487625.0,4000000.0,176621284.4344594,73268797.26311918,13.09730399756307
7.0,113000,1149256.0,25000000.0,89461555.22964253,155380932.45586446,13.954626204578792
8.0,247000,3288.0,3200000.0,99725528.95232907,162476541.81037694,8.098338846189057
5.7,217000,529338515.0,130000000.0,217770208.72965598,181240959.8604769,20.087138701987303
7.0,137000,9847490.0,25000000.0,113516345.12042098,193584818.88304663,16.10272725988923
7.7,159000,516520.0,5400000.0,100277504.29319121,159143831.46343982,13.154871224992169
7.5,21000,67182787.0,25000000.0,82250210.31994377,164224453.71494043,18.02292764173386
5.3,99000,365352546.0,60000000.0,211821571.0846535,155705435.73284134,19.71637332757449
7.3,41000,2802899.0,25000000.0,105968209.12454207,166111576.75374424,14.846165153449157
7.5,64000,20484802.0,25000000.0,88946532.72626512,106889019.51786962,16.835193852124092
6.2,67000,131706809.0,13000000.0,102344535.36816072,162476541.81037694,18.69608887380492
6.5,14000,16069730.0,12000000.0,92802893.0834327,159143831.46343982,16.59244799830788
6.4,59000,140470746.0,33000000.0,88946532.72626512,155705435.73284134,18.760509818654416
5.5,52000,46563961.0,40000000.0,88769663.75080791,182599177.445171,17.656337452268843
6.0,13000,6326051.0,25000000.0,113723368.13881734,155705435.73284134,15.660186902858209
7.4,44000,28641776.0,10000000.0,82250210.31994377,164224453.71494043,17.170376944221324
6.1,150000,167282900.0,7000000.0,111783350.27241738,155705435.73284134,18.935196955115053
6.5,113000,231605150.0,31000000.0,164679046.87176117,159143831.46343982,19.26054454434843
4.4,42000,342695435.0,75000000.0,236194171.18072203,159143831.46343982,19.65235266898551
6.4,1400,254877.0,25000000.0,85153316.75870271,167998699.79254806,12.448540278283208
5.3,48000,62228395.0,18000000.0,88946532.72626512,155705435.73284134,17.9463219808637
6.8,79000,20577736.0,35000000.0,140457632.9580532,164224453.71494043,16.8397203211967
6.2,58000,5751882.0,25000000.0,125243098.09815072,164224453.71494043,15.5650378374251
7.8,37000,37824824.0,12000000.0,122136237.60952854,157471398.12886688,17.448476191058262
7.3,118000,36352467.0,50000000.0,111783350.27241738,132341583.1217353,17.408772655099806
6.5,52000,4681651.0,10000000.0,112772463.68608798,159143831.46343982,15.359161597059995
6.8,117000,13939963.0,20000000.0,160563961.01007673,133590563.05921447,16.450270380796905
3.1,25000,26013153.0,20000000.0,175520645.45350093,159143831.46343982,17.07411289112675
5.9,35000,16757163.0,13000000.0,85089015.0815415,155705435.73284134,16.634336426289675
6.9,42000,44364244.0,2000000.0,133625536.42518005,164224453.71494043,17.607944410187237
6.6,23000,16376066.0,3500000.0,118869549.34925383,159143831.46343982,16.611331497668093
8.0,87000,22274148.0,25000000.0,147494802.90441942,167998699.79254806,16.918937326326475
6.7,23000,26385941.0,29000000.0,98276423.10216106,164224453.71494043,17.088341926288066
5.6,62000,122613057.0,14800000.0,113151483.50053109,157471398.12886688,18.624544084766974
6.6,25000,59806881.0,45000000.0,99095070.07516417,155705435.73284134,17.90663129591129
7.3,26000,39100956.0,15000000.0,86091713.72227968,162476541.81037694,17.481657500359393
7.5,58000,11301344.0,25000000.0,115303549.23523909,183599949.65988493,16.240432303148143
7.8,62000,77612.0,4600000.0,111112867.50948387,157471398.12886688,11.25949021791363
3.6,13000,31439140.0,25000000.0,166632571.66815212,155705435.73284134,17.26356420326908
4.9,35000,14051384.0,28000000.0,157933539.84001634,159143831.46343982,16.45823152539814
6.3,188000,91720255.0,40000000.0,133780021.36886255,192709747.4966706,18.33425380705344
7.3,43000,106269971.0,23000000.0,93881316.01427877,159143831.46343982,18.481493319869028
3.7,39000,29354760.0,25000000.0,179254472.05823684,166374567.71267533,17.19496530573377
7.0,30000,57041866.0,20000000.0,113151483.50053109,157471398.12886688,17.859296064951202
7.4,113000,66122026.0,30000000.0,89538718.60403612,117812641.93588307,18.007012486829534
6.8,91000,237113184.0,3000000.0,86067380.22843674,157471398.12886688,19.284048158936976
7.7,340000,71871136.0,26000000.0,191528208.5267399,136954208.90780693,18.09038530955046
6.3,481,218786.0,25000000.0,130915791.84509598,184486300.4839748,12.295853932773964
7.5,75000,6766708.0,25000000.0,95361511.48194295,106045754.35418563,15.727525411481972
7.7,107000,76411978.0,2280000.0,180841025.11076126,155705435.73284134,18.151650035039697
6.2,90000,48198019.0,40000000.0,153765882.49942935,155705435.73284134,17.690828499338895
6.3,24000,3688261.0,25000000.0,141436913.4990892,131131576.54905698,15.120665902350064
7.0,147000,3767402.0,5000000.0,91059007.11411293,155705435.73284134,15.141896462635083
6.3,105000,498781117.0,103000000.0,242709706.6206522,158136825.83189952,20.027677916202
6.6,25000,21203707.0,25000000.0,100320017.41703618,155705435.73284134,16.869686630008406
5.8,74000,185400345.0,45000000.0,124149526.70658518,170983485.8343642,19.038028077329454
6.0,94000,89137047.0,20000000.0,98276423.10216106,164224453.71494043,18.305685608488282
7.3,19000,86086881.0,7000000.0,130064266.45880687,157471398.12886688,18.270867600066765
8.1,35000,7447084.0,4000000.0,128602215.23169248,169253274.37718385,15.823333238619854
7.0,36000,2850707.0,4000000.0,91693720.35431725,167998699.79254806,14.863077942446065
7.4,171000,105539577.0,8000000.0,126759473.38344967,159143831.46343982,18.474596587449813
7.8,115000,1528454.0,25000000.0,113519984.4122045,91600187.07249703,14.239767979251576
8.0,40000,4475.0,25000000.0,188707840.5266857,110865109.35384324,8.406485069431817
6.7,64000,273188.0,25000000.0,120317037.838278,157471398.12886688,12.517919142324981
7.2,96000,47405566.0,7000000.0,102344535.36816072,162476541.81037694,17.6742502270263
6.2,93000,150988382.0,17500000.0,98276423.10216106,164224453.71494043,18.83271345804481
6.1,8400,60330833.0,6500000.0,223048375.9564398,131028423.02307166,17.91535387428957
6.2,8000,17521290.0,25000000.0,108002904.70824113,155705435.73284134,16.67892732797236
7.2,343000,131098967.0,35000000.0,171276755.8291032,131468272.20845854,18.6914630768494
6.8,38000,67647013.0,40000000.0,95238863.17688067,162476541.81037694,18.02981377265644
7.6,58000,35999121.0,5500000.0,87325003.68253055,183599949.65988493,17.399005107234082
7.0,24000,6679652.0,2000000.0,146170822.07936254,164224453.71494043,15.714576598055798
6.2,68000,162738726.0,47000000.0,135767063.4216344,157471398.12886688,18.907656570908962
6.0,37000,57588485.0,20000000.0,118869549.34925383,159143831.46343982,17.86883320985095
7.2,336000,242875078.0,41000000.0,116339146.65828407,131468272.20845854,19.308057790932025
4.7,47000,155545279.0,30000000.0,150276959.66724095,162476541.81037694,18.862447436906677
4.6,40000,15172313.0,13200000.0,137815054.9587227,159143831.46343982,16.53498287759575
6.9,167000,123307685.0,18000000.0,135612387.8561315,159143831.46343982,18.630193301958204
5.8,29000,14867514.0,15000000.0,154161867.31360093,155705435.73284134,16.514689189474435
6.8,175000,154608856.0,26000000.0,165715621.7419691,186368933.9987564,18.856408982256678
6.5,25000,70273498.0,7000000.0,102344535.36816072,162476541.81037694,18.067905315581772
6.8,25000,109573511.0,30000000.0,273226992.5348531,136495462.10260296,18.512106224437037
6.3,19000,20529194.0,15000000.0,92688225.39314929,162476541.81037694,16.837358577315488
7.6,55000,2175939.0,25000000.0,142938068.20521715,88741477.55494565,14.592971313048402
5.6,43000,55534455.0,17000000.0,235434507.1541162,162476541.81037694,17.832514214911
7.1,18000,5839031.0,25000000.0,109555225.84449586,162476541.81037694,15.580075587641135
7.2,30000,18750246.0,25000000.0,131510841.88908195,164224453.71494043,16.74671748362726
6.9,38000,54218591.0,6500000.0,86091713.72227968,162476541.81037694,17.808534433420224
7.7,38000,3660081.0,6000000.0,123851107.35745667,166102437.70525783,15.112996109498159
7.6,16000,4578889.0,25000000.0,110959448.00924602,118462779.70405385,15.3369671686383
7.5,98000,40185556.0,7000000.0,105963637.33533916,170179420.28877488,17.509018210426262
7.3,24000,2245.0,1300000.0,132679074.21652794,157471398.12886688,7.716906135298388
7.5,92000,87485236.0,25000000.0,96599921.78387885,142889805.5513046,18.286980617093022
4.8,18000,64893329.0,22000000.0,99558567.56077771,159143831.46343982,17.98825540289507
7.6,434000,436433122.0,36000000.0,151801523.38585398,162476541.81037694,19.89414570959284
7.5,12000,22394.0,25000000.0,112213780.64451733,155705435.73284134,10.0165929986414
6.5,130000,114197742.0,12000000.0,95228950.10941908,157471398.12886688,18.5534420914182
7.1,28000,104257.0,25000000.0,152618596.4367883,117141736.45138606,11.554623875325904
6.3,46000,19334145.0,57000000.0,92688225.39314929,162476541.81037694,16.77738331344192
4.6,57000,443140005.0,75000000.0,231109135.3630194,157471398.12886688,19.909396318711142
6.4,153000,411046449.0,25000000.0,93071207.22064093,155705435.73284134,19.834216783106196
7.2,32000,11541758.0,25000000.0,127049402.28877304,171267448.4737551,16.261482233771666
7.8,29000,1886.0,25000000.0,117084920.6834064,103846791.06582093,7.54274354536855
6.2,13000,21170563.0,20000000.0,123884028.87637262,162476541.81037694,16.868122284229955
6.9,68000,10907485.0,15000000.0,91157304.18190907,162476541.81037694,16.204959900458565
7.9,104000,13624522.0,25000000.0,125727958.14012651,128068631.61385436,16.427381888726433
6.9,39000,1054291.0,25000000.0,85089015.0815415,158251123.80033165,13.86838000956319
6.4,174000,287144079.0,29000000.0,123134278.64651749,155705435.73284134,19.475494668659483
7.4,34000,299569.0,25000000.0,103660552.57639277,155705435.73284134,12.610103392100159
7.2,22000,2297.0,25000000.0,85089015.0815415,160796811.867822,7.739794458408701
6.8,40000,4370536.0,25000000.0,123148228.69752866,162476541.81037694,15.290396442817434
4.8,25000,1590308.0,25000000.0,99558567.56077771,166374567.71267533,14.279438894937558
7.8,123000,22312089.0,150000.0,116982248.61992192,118360550.36030994,16.920639241985164
6.4,11000,2193612.0,25000000.0,165121339.44741216,162759199.58805758,14.601060514103771
6.1,46000,50541093.0,23000000.0,127534992.74405909,194558986.99978486,17.738297305910862
5.6,16000,3018515.0,25000000.0,109601848.24094667,159143831.46343982,14.920275877850585
7.1,339000,115647737.0,17000000.0,115616473.88487425,155705435.73284134,18.566059387436177
7.7,147000,109283018.0,5000000.0,117842103.47181952,131900420.96159655,18.509451579686267
6.8,42000,4217115.0,34000000.0,186101253.16316465,162476541.81037694,15.254662040057267
7.0,76000,34585416.0,26000000.0,121235299.14808545,164224453.71494043,17.35894267719439
7.1,268000,214577242.0,6000000.0,128178853.28606647,162476541.81037694,19.18418033873541
8.0,71000,21061339.0,9000000.0,93628890.36738813,84800030.18359756,16.86294969037624
6.7,26000,8090536.0,14500000.0,132891697.52836005,162476541.81037694,15.906205665076483
6.8,154000,298572799.0,85000000.0,254804372.44683462,154980667.96566007,19.514524347158705
5.9,54000,63546519.0,24000000.0,119742448.84486303,162476541.81037694,17.96728279406888
6.3,159000,160849833.0,20000000.0,216157069.3707107,159143831.46343982,18.89598177963137
6.2,42000,10348732.0,2000000.0,93628890.36738813,140424080.01735333,16.15237465472333
4.7,32000,33251890.0,15000000.0,161344545.45567542,153312066.06914076,17.319622195629428
5.6,23000,1813453.0,25000000.0,98276423.10216106,164224453.71494043,14.410743872067702
5.7,61000,57319029.0,38000000.0,155569016.15644956,162476541.81037694,17.86414323824093
6.7,98000,362529106.0,130000000.0,245118368.15178427,158609286.61285728,19.708615324207933
5.9,55000,6274027.0,25000000.0,262172182.0595676,176210313.3329029,15.65192913058541
8.1,41000,184240.0,25000000.0,98276423.10216106,167998699.79254806,12.123999962182832
